SMILES,density
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,1.3745
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)c4)cc3)cc1)C2=O,1.4225
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.406745
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.363025
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,1.39635
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,1.243
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.33126
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,1.4
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,1.42636
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.375
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.37755
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.34
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.29699
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.389025
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)cc1)C2=O,1.34
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.38022
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.28
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,1.401
*CCCCCCCCCCCCn1c(=O)c2ccc3c(=O)n(*)c(=O)c4ccc(c1=O)c2c34,1.27
*c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(Oc5ccc(Sc6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c2)c1,1.38
*c1cccc(S(=O)(=O)c2cccc(N3C(=O)c4ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c2)c1,1.37
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,1.27
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,1.303
*c1ccc(C(C)(C)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.3
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.4
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.3565
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4C3=O)cc2)cc1,1.37
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.195
*C(=O)NCCCCCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.165
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,1.3205
*C(=O)NC1CCC(CC2CCC(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC2)CC1,1.22
*c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.333
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C(c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)cc2)cc1,1.3915
*c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,1.405
*c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,1.445
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc1,1.455
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(Oc6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6)cc5)cc4)cc2)C3=O)cc1,1.43
*c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,1.525
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Sc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.465
*CCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,1.35
*CCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,1.335
*C(=O)Nc1ccccc1NC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.155
*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,1.394
*C(=O)Nc1cccc(NC(=O)/C=C/c2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,1.25
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,1.439
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,1.437
*c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1)C2=O,1.479
*c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.424
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,1.478
*c1ccc2c(c1)C(=O)N(c1cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1C)C2=O,1.39
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,1.293
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1C)C2=O,1.352
*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,1.328
*c1cc2c(cc1C)-c1cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc1S2(=O)=O,1.372
*c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,1.345
*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)cc1,1.3665
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(C)CC(C)(C)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc43)cc1)C2=O,1.239
*OC(=O)CS(=O)(=O)CCS(=O)(=O)CC(*)=O,1.251
*OC(=O)CCS(=O)(=O)CCS(=O)(=O)CCC(*)=O,1.471
*OC(=O)CCS(=O)(=O)CCC(*)=O,1.372
*OC(=O)CS(=O)(=O)Cc1ccc(CS(=O)(=O)CC(*)=O)cc1,1.415
*OC(=O)CCS(=O)(=O)Cc1ccc(CS(=O)(=O)CCC(*)=O)cc1,1.529
*CC1(C)CC(*)(C)C(=O)OC1=O,1.256
*OC1C(C)(C)C(OC(*)=O)C1(C)C,1.094
*Oc1ccc(Cc2ccc(OC(*)=O)cc2)cc1,1.2915
*Oc1ccc(Cc2ccc(OC(*)=O)c(C)c2)cc1C,1.25
*Oc1ccc(C(C)c2ccc(OC(*)=O)cc2)cc1,1.22
*Oc1ccc(C(CCC)c2ccc(OC(*)=O)cc2)cc1,1.17
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)C(C)C)cc1,1.18
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,1.24
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,1.2
*Oc1ccc(C(c2ccccc2)c2ccc(OC(*)=O)cc2C)c(C)c1,1.26
*Oc1ccc(C(C)(CC)c2ccc(OC(*)=O)cc2)cc1,1.18
*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,1.1445
*Oc1ccc(C(C)(CC(C)C)c2ccc(OC(*)=O)cc2)cc1,1.14
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,1.167
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(Cl)c2)cc1Cl,1.295
*Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1Cl,1.415
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(*)=O)c(Br)c2)cc1Br,1.95
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,1.21
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,1.138
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,1.21
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,1.2
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,1.202
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,1.38
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,1.29
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,1.219
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,1.27
*Oc1ccc(C(c2ccc(OC(*)=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.479
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,1.0824
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,1.081
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,1.39
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CC3CCC2C3)cc1,1.21
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(Cl)c2)cc1Cl,1.24
*CCN*,1.14
*CCN(*)C(=O)CCCC,1.0475
*CCN(*)C(=O)CC(C)C,1.07
*CCN(*)C(=O)CCCCC,1.0425
*CCN(*)C(=O)CCCCCC,1.025
*CCN(*)C(=O)CCCCCCC,1.025
*CCN(*)C(=O)c1ccc(C)cc1,1.16
*CCN(*)C(=O)c1ccc(Cl)cc1,1.32
*c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c(*)nc5c4)ccc3nc2-c2ccccc2)cc1,1.32
*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,1.315
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)n4-c4ccccc4)c3)n2-c2ccccc2)cc1,1.2315
*C[Si](*)(C)C,0.9185
*O[Si](*)(CC)CC,1.02
*O[Si](*)(CCC)CCC,0.9925
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.59
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.69
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.63
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.54
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.4
*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,1.45
*O[Si](*)(C)C,0.97302
*O[Si](*)(C)CCC(F)(F)F,1.4
*O[Si](C)(C)c1ccc([Si](*)(C)C)cc1,1.102
*[Si](*)(CCCCCC)CCCCCC,1.004
*[Si](*)(c1ccccc1)c1ccccc1,1.31
*[Si](*)(C)C,0.971
*O[Si](O[Si](O[Si](*)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccc(C)cc1,1.145
*O[Si](*)(C)CCC,0.916
*O[Si](*)(C)CCCCCCCC,0.906
*O[Si](*)(C)CC,0.978
*N=P(*)(Oc1ccccc1)Oc1ccccc1,1.385
*N=P(*)(Oc1ccc(-c2ccccc2)cc1)Oc1ccc(-c2ccccc2)cc1,1.3
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,1.48
*N=P(*)(OCC(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)F,2.02
*N=P(*)(Oc1ccc(F)cc1)Oc1ccc(F)cc1,1.446
*N=P(*)(Cl)Cl,2.15
*N=P(*)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,1.536
*N=P(*)(Oc1ccc(C)c(C)c1)Oc1ccc(C)c(C)c1,1.245
*N=P(*)(Oc1ccc(C(C)C)cc1)Oc1ccc(C(C)C)cc1,1.195
*N=P(*)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,1.287
*N=P(*)(F)F,2.13
*N=P(*)(C)C,1.267
*CCC(*)=O,1.3
*C(=O)C(*)(C)C,1.3
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,1.398
*CCCCCCS(*)(=O)=O,1.29
*c1ccc(*)cc1,1.33
*c1ccc(C(*)C)cc1,1.155
*CCc1ccc(*)cc1,1.14
*=C=C=C(Cn1c2ccccc2c2ccccc21)C(=*)Cn1c2ccccc2c2ccccc21,1.31
*=C=C=C(CO)C(=*)CO,1.23075
*=C=C=C(COC(=O)NCC)C(=*)COC(=O)NCC,1.295
*c1ccc(C(F)(F)C(*)(F)F)cc1,1.597
*c1ccc2cc(C3C(C(=O)Oc4ccc(Cl)cc4Cl)C(*)C3C(=O)Oc3ccc(Cl)cc3Cl)ccc2c1,1.397
*c1ccc(C2C(c3ccccn3)C(*)C2c2ccccn2)cc1,1.282
*=C=C=C(CCCCOS(=O)(=O)c1ccc(C)cc1)C(=*)CCCCOS(=O)(=O)c1ccc(C)cc1,1.405
*=C=C=C(CCCCOC(=O)NCC)C(=*)CCCCOC(=O)NCC,1.18
*=C=C=C(CCCCOC(=O)Nc1ccccc1)C(=*)CCCCOC(=O)Nc1ccccc1,1.26
*CC(*)C1CCCCCC1,0.926
*CC(*)C1CCCCC1C,0.9402
*CC(*)C1CCC(C(C)(C)C)CC1,0.914
*C1CCC(*)C1,1.08
*C1C2CC(C)C(C2)C1*,1
*C1CC2CC1C(*)C2CCCC,0.985
*C1CC2CC1C(*)C2CCCCCC,0.954
*CCC1CC(*)C2C3CC(CC)C(C3)C12,1.01
*CC(*)(C)c1ccc2ccccc2c1,1.105
*CC(*)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1.31
*CC(*)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1.238
*CC(*)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1.223
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(C)=O)cc1,1.22
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)OC)cc1,1.23
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CC)cc1,1.21
*CC(CC(*)(C#N)C#N)(OC(C)=O)c1ccc(OC(=O)CCC)cc1,1.2
*CC(CC(*)(C#N)C#N)c1ccc(OC(C)=O)cc1,1.21
*CC(CC(*)(C#N)C#N)c1ccc(F)cc1,1.2
*CC(CC(*)(C#N)C#N)c1ccc(Cl)cc1,1.215
*CC(CC(*)(C#N)C#N)c1ccc(CCl)cc1,1.18
*CC(*)c1cc(OC)c(O)c(OC)c1,0.98
*CC(*)c1ccc(Cl)c([N+](=O)[O-])c1,1.45
*CC(*)c1ccccc1Br,1.565
*CC(*)c1cccc(Br)c1,1.551
*CC(*)c1ccc(O)c(OC)c1,1
*CCC(c1ccccc1)C(*)c1ccccc1,1.0085
*CCC1CC(*)C2C3CC(c4ccc(COC(C)CC)cc4)C(C3)C12,1.01
*CC(*)[Si](C)(C)C,0.89
*/C=C/C(CN)C(*)C(=O)O,1.835
*CC/C(Cl)=C(/*)Cl,1.57
*=C=C=C(CCOS(=O)(=O)c1ccc(C)cc1)C(=*)CCOS(=O)(=O)c1ccc(C)cc1,1.39
*=C=C=C(COC(=O)Nc1ccccc1)C(=*)COC(=O)Nc1ccccc1,1.37
*/C(=C(/*)c1ccccc1)c1ccccc1,1.04
*=C=C=C(CCCCOC(=O)NC(C)C)C(=*)CCCCOC(=O)NC(C)C,1.165
*/C=C(/*)c1ccc(C#C)cc1,1.097
*/C=C(/*)c1cccc(C#C)c1,1.13
*/C=C/C1CC(*)C([Si](C)(C)C)C1,0.919
*/C=C/C1CC(*)C([Si](C)(C)C[Si](C)(C)C)C1,0.93
*/C=C(/*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,1.25
*/C=C/CC(C*)(C(=O)OC12CC3CC(CC(C3)C1)C2)C(=O)OC12CC3CC(CC(C3)C1)C2,1.128
*CC(*)S(=O)c1ccccc1,1.382
*CC(*)S(=O)(=O)c1ccccc1,1.244
*/C(=C(/*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,0.91
*/C=C/C1CC(*)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,1.626
*CC(*)CO,1.269
*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,0.99
*CC(*)[Si](C)(C)O[SiH](C)C,0.90732
*CC(*)n1cncn1,1.132
*/C(C)=C(/*)[Ge](C)(C)C,1.15
*/C=C/C(C(=O)OCc1ccc(Br)cc1)C(*)C(=O)OCc1ccc(Br)cc1,1.719
*/C=C/C(C(=O)OCc1ccc(Cl)cc1)C(*)C(=O)OCc1ccc(Cl)cc1,1.466
*C1C2CC(C1*)C([Si](C)(C)C)C2,0.883
*c1ccc2c(c1)C(c1ccc(OCC(CC)CCCC)cc1)(c1ccc(OCC(CC)CCCC)cc1)c1cc(-c3ccc4c(c3)C(c3ccccc3)(c3ccc5ccc6cccc7ccc3c5c67)c3cc(*)ccc3-4)ccc1-2,1.04
*CC(*)C(=O)SCCC,1.273
*CC(*)C(=O)SC(C)C,1.3905
*CC(*)C(=O)SC(C)CC,1.3095
*CC(*)C(=O)SCC(C)C,1.2295
*CC(*)(C)C(=O)OC1CCCC1,1.113
*CC(*)C(=O)OCC(C)O,1.2115
*CC(*)C(=O)n1c2ccccc2c2ccccc21,1.3335
*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.17
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.189
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)F,1.5204
*CC(*)(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.7427
*CC(*)(C)C(=O)Oc1c(C)cccc1C,1.146
*CC(*)(C)C(=O)Oc1cccc(C)c1C,1.156
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,1.28
*CC(*)C(=O)OCCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.193
*CC(*)(C)C(=O)OCCCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,1.18
*CC(*)C(=O)N(O)c1ccccc1,1.41
*CC(*)C(=O)N(O)c1ccc(C)cc1,1.37
*CC(*)C(=O)N(O)c1cccc(C)c1,1.4
*CC(*)C(=O)N(O)c1ccccc1C,1.26
*CC(*)C(=O)N(O)c1ccc(Cl)cc1,1.33
*CC(*)C(=O)N(O)c1cccc(Cl)c1,1.41
*CC(*)C(=O)N(O)c1ccc(Br)cc1,1.48
*CC(*)C(=O)N(O)c1ccc(I)cc1,1.55
*CC(*)C(=O)OCCCCCCOc1ccc(/C=N/c2ccc(OCCCCC)cc2)c(O)c1,1.11
*CC(*)(C)C(=O)OCC1COC(c2ccccc2)O1,1.252
*C(*)C(=O)OC(C)C,1.126
*CC(*)(C)C(=O)Oc1c(C(C)C)cccc1C(C)C,1.08
*CC(*)(C)C(=O)OCCC[Si](OC)(OC)OC,1.2331
*CC(*)(C)C(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,1.1015
*CC(*)(C)C(=O)OCC(O)C1CC(C)(c2ccccc2)C1,1.053
*CC(*)(C)C(=O)OCC(=O)c1ccccc1,1.35
*CC(*)(C)C(=O)OCc1ccc(Cl)c(Cl)c1,1.423
*C(C)C(*)C(=O)OCC,1.1
*C(C)C(*)C(=O)OCCC,1.07
*C(C)C(*)C(=O)OC(C)C,1.05
*C(C)C(*)C(=O)OCCCC,1.05
*CCC1CC(*)C2C3CC(C12)C(C)(C(=O)OC)C3,1.18
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,1.264
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,1.216
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl,1.451
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,1.543
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,1.45
*CC(*)(C)C(=O)OCc1c(Cl)cccc1Cl,1.463
*CC(*)(C)C(=O)OCc1cc(Cl)cc(Cl)c1,1.44
*CC(*)(C)C(=O)Oc1ccc(/C=C/c2ccccc2)cc1,1.283
*CC(*)(C)C(=O)Oc1c(OC)cc(/C=C/c2ccccc2)cc1OC,1.253
*CCCC(*)(C)Cl,1.1975
*CCCCCCC(Cl)C(*)Cl,1.23
*CCC(Cl)C(*)C,1.161
*/C=C/CCCCCCCC*,0.99
*/C=C(/*)C(C)(C)C,0.9298
*C1C(*)C2CC1C1C=CCC12,1.03
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(*)ccc1-2,0.88
*/C(C)=C(/*)C(C)C,1.005
*OC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)OC3CC4CC(*)CC(C3)O4)cc2)cc1,1.245
*OC(=O)Oc1cccc(OC(=O)OC2CC3CC(*)CC(C2)O3)c1,1.273
*OC(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)OC3CC4CC(*)CC(C3)O4)cc2)cc1,1.368
*OC(=O)Oc1ccc(OC(=O)OC2CC3CC(*)CC(C2)O3)cc1,1.251
*OC(=O)OC1CC2CC(*)CC(C1)O2,1.31
*OC(=O)NC1CCC(CC2CCC(NC(=O)OC3CC4CC(*)CC(C3)O4)CC2)CC1,1.259
*C(=O)OC1CC2CC(OC(=O)N3CCN(*)CC3)CC(C1)O2,1.206
*OC(=O)Nc1ccc(Cc2ccc(NC(=O)OC3CC4CC(*)CC(C3)O4)cc2)cc1,1.33
*OC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)OC2CC3CC(*)CC(C2)O3)cc1,1.18
*CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O*)c(C)c4)cc3C)cc2)cc1,1.35
*CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3c(C)cc(S(=O)(=O)c4cc(C)c(O*)c(C)c4)cc3C)cc2)cc1,1.27
*CC(O)COc1ccc(S(=O)(=O)c2ccc(O*)c(C)c2)cc1C,1.3
*CC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(O*)c(C)c2)cc1C,1.274
*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3c(C)cc(C(C)(C)c4cc(C)c(O*)c(C)c4)cc3C)cc2)cc1,1.154
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O*)cc4)cc3)c(C)c2)cc1C,1.277
*CC(O)COc1c(C)cc(C(C)(C)c2cc(C)c(O*)c(C)c2)cc1C,1.13
*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,1.327
*Oc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,1.403
*OC(*)CCl,1.804
*OC(*)C(Cl)Cl,2.072
*CCCCCCCC(=O)OC1COC(*)OC1,1.439
